CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
98,100170115202500001,202500001,2025-03-16,1046,115,1,3,2,8,2,66,2025-03-15 00:12:17,2025-03-16 09:58:16,2025-03-16 20:29:48,17.203132,76.63781,"A case of theft came to notice in the evening, and the matter was registered at Kalaburagi Traffic Police Station for further investigation as per procedure."
99,500170115202100001,202100001,2021-06-12,1043,115,5,4,12,63,3,64,2021-06-12 01:23:42,2021-06-12 01:50:42,2021-06-12 16:35:22,17.213162,76.645362,Information was received regarding anti-ragging violation during the day in the limits of Kalaburagi Traffic Police Station. The case has been taken up for detailed inquiry.
100,100260127202300001,202300001,2023-02-12,1131,127,1,2,2,13,2,99,2023-02-11 08:15:33,2023-02-11 08:57:33,2023-02-12 14:57:23,13.474306,77.207433,"On the date of occurrence, during the day, an incident of cheating (property) was reported within the jurisdiction of Tumakuru Rural Police Station. Preliminary inquiry has been initiated."
101,100100167202400001,202400001,2024-07-15,1428,167,1,3,2,8,7,39,2024-07-14 15:38:59,2024-07-14 15:52:59,2024-07-15 13:49:33,14.071725,76.373748,Information was received regarding theft during the day in the limits of Chitradurga Rural Police Station. The case has been taken up for detailed inquiry.
102,100130119202100001,202100001,2021-04-27,1071,119,1,3,2,9,3,50,2021-04-27 17:22:42,2021-04-27 18:06:42,2021-04-27 21:37:07,15.410701,74.958526,"On the date of occurrence, late at night, an incident of house-breaking / burglary was reported within the jurisdiction of Hubballi New City Police Station. Preliminary inquiry has been initiated."
103,100220086202200002,202200002,2022-11-18,803,86,1,3,2,8,9,83,2022-11-17 02:17:31,2022-11-17 02:21:31,2022-11-18 14:48:35,12.242535,76.54787,"A case of theft came to notice during the day, and the matter was registered at Devaraja Police Station for further investigation as per procedure."
104,500170113202500001,202500001,2025-02-20,1027,113,5,2,8,41,6,65,2025-02-07 13:28:01,2025-02-07 13:46:01,2025-02-20 11:50:55,17.434799,76.981765,Information was received regarding money laundering during the day in the limits of Chittapur Police Station. The case has been taken up for detailed inquiry.
105,100030106202400001,202400001,2024-03-13,978,106,1,4,6,33,6,11,2024-03-11 10:10:32,2024-03-11 10:22:32,2024-03-13 03:32:49,15.684954,74.655214,The complainant reported an act of public nuisance occurring in the early morning in the area covered by Khanapur Police Station. Investigation is in progress to identify those responsible.
106,100050084202300001,202300001,2023-11-20,790,84,1,1,1,1,6,21,2023-10-26 01:00:57,2023-10-26 01:29:57,2023-11-19 23:04:49,13.189472,77.604102,"A case of murder came to notice late at night, and the matter was registered at Bengaluru City Women Police Station for further investigation as per procedure."
107,100110097202100001,202100001,2021-12-13,898,97,1,3,8,38,9,41,2021-12-13 00:36:12,2021-12-13 00:49:12,2021-12-13 05:12:12,13.058589,74.667058,The complainant reported an act of financial cheating & fraud occurring in the early morning in the area covered by Mangaluru West Police Station. Investigation is in progress to identify those responsible.
108,100030106202300001,202300001,2023-07-26,978,106,1,2,6,31,6,10,2023-07-26 09:20:45,2023-07-26 09:28:45,2023-07-26 19:59:30,15.697995,74.648966,"On the date of occurrence, late at night, an incident of unlawful assembly was reported within the jurisdiction of Khanapur Police Station. Preliminary inquiry has been initiated."
109,100220092202200001,202200001,2022-11-01,859,92,1,2,10,51,8,83,2022-10-30 14:41:48,2022-10-31 00:21:53,2022-11-01 07:58:52,12.484748,76.483186,"On the date of occurrence, during the day, an incident of cultivation of narcotic plants was reported within the jurisdiction of Mysuru Women Police Station. Preliminary inquiry has been initiated."
110,800290156202600001,202600001,2026-01-21,1357,156,8,2,6,31,3,110,2026-01-19 20:11:06,2026-01-19 20:45:06,2026-01-21 08:07:39,16.869695,75.840988,Information was received regarding unlawful assembly during the day in the limits of Basavana Bagewadi Police Station. The case has been taken up for detailed inquiry.
111,100050078202600001,202600001,2026-01-26,744,78,1,3,2,13,1,21,2026-01-25 05:15:53,2026-01-25 05:40:53,2026-01-26 21:06:19,12.977747,77.558972,The complainant reported an act of cheating (property) occurring late at night in the area covered by Rajajinagar Police Station. Investigation is in progress to identify those responsible.
112,100110097202600001,202600001,2026-02-16,905,97,1,2,11,57,1,41,2026-02-14 18:33:16,2026-02-14 19:05:16,2026-02-16 08:53:25,13.086307,74.682183,"On the date of occurrence, during the day, an incident of non-fatal motor vehicle accident was reported within the jurisdiction of Mangaluru West Police Station. Preliminary inquiry has been initiated."
113,100030104202300001,202300001,2023-05-11,959,104,1,1,2,11,6,10,2023-05-10 13:27:14,2023-05-12 23:34:25,2023-05-11 21:42:17,15.959522,74.429499,The complainant reported an act of dacoity occurring late at night in the area covered by Shahapur Police Station. Investigation is in progress to identify those responsible.
114,100030106202500001,202500001,2025-05-26,978,106,1,3,2,8,5,11,2025-05-25 04:33:48,2025-05-25 04:51:48,2025-05-26 18:32:08,15.685224,74.675363,"On the date of occurrence, in the evening, an incident of theft was reported within the jurisdiction of Khanapur Police Station. Preliminary inquiry has been initiated."
115,100130118202300001,202300001,2023-10-07,1060,118,1,3,11,55,6,50,2023-10-07 04:25:38,2023-10-07 04:58:38,2023-10-07 17:51:28,15.432987,75.15595,"On the date of occurrence, in the evening, an incident of hit and run was reported within the jurisdiction of Hubballi Old City Police Station. Preliminary inquiry has been initiated."
116,100190190202200001,202200001,2022-10-22,1609,190,1,3,11,57,8,75,2022-10-22 13:55:00,2022-10-22 14:25:00,2022-10-22 15:13:51,13.03942,78.070728,"On the date of occurrence, during the day, an incident of non-fatal motor vehicle accident was reported within the jurisdiction of Kolar Town Police Station. Preliminary inquiry has been initiated."
117,100170110202300001,202300001,2023-02-09,998,110,1,3,12,62,8,64,2023-02-09 02:36:11,2023-02-09 02:54:11,2023-02-09 05:23:10,17.181365,76.679454,Information was received regarding karnataka police act violation during the day in the limits of Kalaburagi Market Police Station. The case has been taken up for detailed inquiry.
118,100050080202200002,202200002,2022-12-04,763,80,1,3,9,44,8,20,2022-12-02 19:30:23,2022-12-02 19:56:23,2022-12-04 10:04:57,13.136675,77.55279,"On the date of occurrence, during the day, an incident of cyberstalking was reported within the jurisdiction of Malleshwaram Police Station. Preliminary inquiry has been initiated."
119,100030109202400001,202400001,2024-08-07,992,109,1,4,6,32,5,10,2024-08-06 01:04:41,2024-08-06 01:28:41,2024-08-07 00:49:28,15.683976,74.351909,Information was received regarding affray late at night in the limits of Belagavi CEN Crime Police Station. The case has been taken up for detailed inquiry.
120,600160187202600001,202600001,2026-05-15,1584,187,6,2,2,10,5,63,2026-05-15 00:42:54,2026-05-15 00:50:54,2026-05-15 02:54:49,14.740264,75.512865,Information was received regarding robbery late at night in the limits of Haveri Rural Police Station. The case has been taken up for detailed inquiry.
121,200040177202300001,202300001,2023-08-30,1496,177,2,2,3,16,6,17,2023-08-29 06:24:24,2023-08-29 06:37:24,2023-08-30 11:39:17,13.173743,77.592197,The complainant reported an act of outraging modesty of woman occurring during the day in the area covered by Hoskote Police Station. Investigation is in progress to identify those responsible.
122,100030102202500002,202500002,2025-01-27,934,102,1,2,9,48,7,10,2025-01-26 10:24:23,2025-01-26 10:35:23,2025-01-27 09:03:25,15.653456,74.372073,"A case of cyberbullying came to notice during the day, and the matter was registered at Belagavi Camp Police Station for further investigation as per procedure."
123,200170113202100001,202100001,2021-09-16,1027,113,2,2,3,16,6,64,2021-09-14 17:30:11,2021-09-14 17:35:11,2021-09-15 22:33:32,17.463221,77.006614,"A case of outraging modesty of woman came to notice late at night, and the matter was registered at Chittapur Police Station for further investigation as per procedure."
124,100050080202600001,202600001,2026-06-06,764,80,1,2,2,14,2,20,2026-06-05 15:26:36,2026-06-08 11:32:35,2026-06-06 10:47:40,13.169134,77.5472,Information was received regarding mischief / criminal damage during the day in the limits of Malleshwaram Police Station. The case has been taken up for detailed inquiry.
125,100110099202300001,202300001,2023-06-22,921,99,1,2,2,12,7,42,2023-06-22 03:59:09,2023-06-22 04:33:09,2023-06-22 11:00:57,12.834192,74.62343,"A case of criminal breach of trust came to notice during the day, and the matter was registered at Dakshina Kannada Traffic Police Station for further investigation as per procedure."
126,700300198202400001,202400001,2024-10-30,1681,198,7,2,1,7,6,112,2024-10-29 22:25:17,2024-10-29 23:06:17,2024-10-30 12:57:44,16.625948,77.301388,"On the date of occurrence, during the day, an incident of criminal assault was reported within the jurisdiction of Yadgir Town Police Station. Preliminary inquiry has been initiated."
127,400080181202400001,202400001,2024-08-14,1535,181,4,2,6,30,10,32,2024-08-13 19:19:47,2024-08-13 19:21:47,2024-08-14 20:36:49,13.441745,77.793752,Information was received regarding rioting late at night in the limits of Chikballapur Rural Police Station. The case has been taken up for detailed inquiry.
128,500110096202400001,202400001,2024-01-16,890,96,5,3,3,20,3,44,2024-01-14 12:55:01,2024-01-14 13:37:01,2024-01-15 23:06:50,12.681681,74.84616,"On the date of occurrence, late at night, an incident of domestic violence was reported within the jurisdiction of Mangaluru East Police Station. Preliminary inquiry has been initiated."
129,100110100202600001,202600001,2026-06-06,928,100,1,4,12,60,5,40,2026-06-04 14:52:09,2026-06-04 15:23:09,2026-06-06 08:20:11,12.834232,74.874283,The complainant reported an act of gambling act violation occurring during the day in the area covered by Dakshina Kannada Women Police Station. Investigation is in progress to identify those responsible.
130,100170110202500001,202500001,2025-02-06,999,110,1,3,10,51,3,64,2025-02-05 16:40:50,2025-02-05 16:42:50,2025-02-06 19:12:59,17.189028,76.700191,"On the date of occurrence, in the evening, an incident of cultivation of narcotic plants was reported within the jurisdiction of Kalaburagi Market Police Station. Preliminary inquiry has been initiated."
131,200020136202300001,202300001,2023-08-20,1203,136,2,3,2,8,6,4,2023-08-20 08:41:57,2023-08-21 08:47:03,2023-08-20 13:19:48,15.20592,76.984304,"A case of theft came to notice during the day, and the matter was registered at Sandur Police Station for further investigation as per procedure."
132,100220089202200002,202200002,2022-09-16,836,89,1,1,1,1,8,84,2022-09-15 18:50:01,2022-09-15 18:52:01,2022-09-16 17:55:46,12.29184,76.821872,"On the date of occurrence, in the evening, an incident of murder was reported within the jurisdiction of Krishnaraja Police Station. Preliminary inquiry has been initiated."
133,400050084202400001,202400001,2024-10-02,790,84,4,2,2,8,1,20,2024-10-02 16:19:15,2024-10-02 16:53:15,2024-10-02 21:54:31,13.181843,77.583509,The complainant reported an act of theft occurring late at night in the area covered by Bengaluru City Women Police Station. Investigation is in progress to identify those responsible.
134,100050075202500001,202500001,2025-03-30,701,75,1,2,2,14,3,19,2025-03-29 07:17:58,2025-03-29 07:19:58,2025-03-30 02:02:07,13.090005,77.482217,"On the date of occurrence, late at night, an incident of mischief / criminal damage was reported within the jurisdiction of Jayanagar Police Station. Preliminary inquiry has been initiated."
135,100260126202100001,202100001,2021-11-21,1119,126,1,2,3,18,3,101,2021-11-21 09:20:46,2021-11-21 10:03:46,2021-11-21 09:34:58,13.43618,76.98842,Information was received regarding cruelty by husband/relatives during the day in the limits of Tumakuru City Police Station. The case has been taken up for detailed inquiry.
136,100110097202600002,202600002,2026-04-12,899,97,1,2,3,16,5,44,2026-04-10 22:35:02,2026-04-10 22:59:02,2026-04-12 19:20:16,13.070908,74.659497,"On the date of occurrence, late at night, an incident of outraging modesty of woman was reported within the jurisdiction of Mangaluru West Police Station. Preliminary inquiry has been initiated."
137,300220090202500001,202500001,2025-12-25,843,90,3,3,11,55,2,83,2025-12-23 18:30:35,2025-12-23 18:40:35,2025-12-25 14:25:47,12.337712,76.864983,"A case of hit and run came to notice during the day, and the matter was registered at Nazarbad Police Station for further investigation as per procedure."
138,100110096202200002,202200002,2022-10-11,888,96,1,3,12,61,8,40,2022-10-10 02:00:05,2022-10-10 02:28:05,2022-10-11 13:22:30,12.705068,74.828394,Information was received regarding arms act violation during the day in the limits of Mangaluru East Police Station. The case has been taken up for detailed inquiry.
139,400050083202200001,202200001,2022-08-11,787,83,4,3,8,40,3,122,2022-08-10 08:40:19,2022-08-10 08:42:19,2022-08-11 10:42:07,13.118633,77.499219,Information was received regarding forgery during the day in the limits of Bengaluru City Traffic Police Station. The case has been taken up for detailed inquiry.
